SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM,CENSUS_TRACT
1786.0,CLARK,MORSE,SB,NS,22,N22,CHICAGO,Clark & Morse,17031010700
15079.0,MICHIGAN,113TH STREET,NB,FS,"34,119",N34,CHICAGO,Michigan & 113th Street,17031491400
17452.0,KEDZIE,38TH STREET,NB,FS,52,,CHICAGO,Kedzie & 38th Street,17031580200
2309.0,STATE,GARFIELD,NB,FS,29,,CHICAGO,State & Garfield,17031400300
3674.0,HALSTED,83RD STREET,NB,NS,8A,,CHICAGO,Halsted & 83rd Street,17031710900
15199.0,DAMEN,PINK LINE STATION,NB,FS,"50, 755",,CHICAGO,Damen Pink Line Station,17031310900
8955.0,DAMEN,MONTROSE,NB,NS,50,,CHICAGO,Damen & Montrose,17031050100
11252.0,HOMAN,HIRSCH,NB,NS,82,,CHICAGO,Homan & Hirsch,17031230900
14839.0,WALLACE,31ST STREET,NB,FS,44,,CHICAGO,Wallace & 31st Street,17031600300
5045.0,RACINE,83RD STREET,NB,NS,44,,CHICAGO,Racine & 83rd Street,17031711000
7002.0,COMMERCIAL,95TH STREET,NB,NS,71,,CHICAGO,Commercial & 95th Street,17031510100
13055.0,59TH STREET,NORMAL,WB,NS,59,,CHICAGO,59th Street & Normal,17031680200
821.0,GRAND,CICERO,WB,NS,65,,CHICAGO,Grand & Cicero,17031250100
2679.0,79TH STREET,KEDZIE,WB,NS,"79,169",,CHICAGO,79th Street & Kedzie,17031700100
7138.0,47TH STREET,LAKE PARK,WB,FS,47,,CHICAGO,47th Street & Lake Park,17031390100
2866.0,115TH STREET,VINCENNES,WB,NS,111,,CHICAGO,115th Street & Vincennes,17031750500
149.0,JACKSON,CENTRAL,WB,NS,126,,CHICAGO,Jackson & Central,17031252100
8081.0,47TH STREET,LAFLIN,WB,NS,47,,CHICAGO,47th Street & Laflin,17031610500
12197.0,103RD STREET,TALMAN (west leg),WB,NT,103,,CHICAGO,103rd Street & Talman,17031720400
4996.0,BELMONT,BROADWAY,WB,NS,"77,151,156",,CHICAGO,Belmont & Broadway,17031061900
10605.0,GARFIELD,WOOD,WB,FS,55,N55,CHICAGO,Garfield & Wood,17031611700
16077.0,63RD STREET,COTTAGE GROVE,WB,FS,63,N63,CHICAGO,63rd Street & Cottage Grove (Green Line),17031420500
6805.0,18TH STREET(north leg),HALSTED,WB,FS,18,,CHICAGO,18th Street & Halsted,17031310300
4840.0,FOSTER,LONG,WB,NS,92,,CHICAGO,Foster & Long,17031110500
3883.0,GRAND,LARAMIE,WB,FS,"57,65,73",,CHICAGO,Grand & Laramie,17031191200
12031.0,KEDZIE,DEVON,NB,FS,11,,CHICAGO,Kedzie & Devon,17031020700
4439.0,ARCHER,ASHLAND,NEB,NS,62,N62,CHICAGO,Archer & Ashland,17031590200
9053.0,PULASKI,CERMAK,SB,NS,53,,CHICAGO,Pulaski & Cermak,17031292500
12866.0,PULASKI,76TH STREET,SB,FS,53A,,CHICAGO,Pulaski & 76th Street,17031650500
9800.0,HIGGINS,CENTRAL/EDMUNDS,NWB,NS,88,,CHICAGO,Higgins & Central/Edmunds,17031110500
6520.0,WELLS,51ST STREET,SB,FS,24,,CHICAGO,Wells & 51st Street,17031370400
9943.0,NORTHWEST HWY,NAGLE,SEB,NS,68,,CHICAGO,Northwest Hwy & Nagle,17031100200
8630.0,79TH STREET,WESTERN,EB,NS,169,,CHICAGO,79th Street & Western,17031700500
10584.0,GARFIELD,MICHIGAN,WB,FS,55,N55,CHICAGO,Garfield & Michigan,17031400300
8228.0,WESTERN,GRAND,SB,NS,"49,X49",N49,CHICAGO,Western & Grand,17031242800
11158.0,HOMAN,HIRSCH,SB,NS,82,,CHICAGO,Homan & Hirsch,17031230900
3024.0,KEDZIE,CHICAGO,SB,FS,52,,CHICAGO,Kedzie & Chicago,17031231600
7203.0,STONY ISLAND,87TH STREET,SB,NS,28,,CHICAGO,Stony Island & 87th Street,17031450200
1802.0,CLARK,BRYN MAWR,SB,NS,50,,CHICAGO,Clark & Bryn Mawr,17031030400
1596.0,MICHIGAN,18TH STREET,SB,FS,"1,3,4",N4,CHICAGO,Michigan & 18th Street,17031330100
7734.0,PERSHING,KING DRIVE,EB,FS,39,,CHICAGO,Pershing & King Drive,17031380200
3303.0,63RD STREET,MELVINA,EB,NS,63W,,CHICAGO,63rd Street & Melvina,17031640600
430.0,MADISON,WOOD,EB,NS,20,N20,CHICAGO,Madison & Wood,17031281500
17071.0,ILLINOIS lower,ST. CLAIR (east leg),EB,NS,"29,65,120,121",,CHICAGO,Illinois (Lower) & St. Clair,17031081400
15805.0,DIVISION,KEELER,EB,FS,70,,CHICAGO,Division & Keeler,17031231300
12534.0,ADDISON,LINCOLN,EB,FS,152,,CHICAGO,Addison & Lincoln,17031061300
2783.0,79TH STREET,ST. LAWRENCE,EB,NS,79,N79,CHICAGO,79th Street & St. Lawrence,17031440200
3413.0,63RD STREET,ASHLAND,EB,FS,63,N63,CHICAGO,63rd Street & Ashland (Green Line),17031671100
12051.0,LUNT,RIDGE,EB,NS,96,,CHICAGO,Lunt & Ridge,17031020400
188.0,HARRISON,WESTERN,EB,NS,7,,CHICAGO,Harrison & Western,17031282700
1741.0,DEVON,GLENWOOD,EB,NS,"36,151,155",,CHICAGO,Devon & Glenwood,17031030200
663.0,CHICAGO,CENTRAL,WB,NS,66,,CHICAGO,Chicago & Central,17031251200
3517.0,HOWARD,RIDGE,WB,NS,"97,201,206",,EVANSTON,Howard & Ridge,
6829.0,16TH STREET,KEDZIE,WB,NS,18,,CHICAGO,16th Street & Kedzie,17031291400
4121.0,ARMITAGE,CENTRAL PARK,WB,NS,73,,CHICAGO,Armitage & Central Park,17031221000
2692.0,79TH STREET,KOSTNER,WB,NS,79,,CHICAGO,79th Street & Kostner,17031700200
12713.0,ADAMS,CANAL,WB,NS,"1,7,28,121,126,130,151,156",,CHICAGO,Adams & Canal,17031281900
11498.0,PETERSON,CENTRAL PARK,WB,NS,84,,CHICAGO,Peterson & Central Park,17031130100
638.0,CHICAGO,SACRAMENTO(west serv.dr.),WB,FS,66,N66,CHICAGO,Chicago & Sacramento,17031231800
248.0,HARRISON,LARAMIE,WB,NS,"7,57",,CHICAGO,Harrison & Laramie,17031252200
15305.0,CERMAK,WESTERN,WB,FS,21,,CHICAGO,Cermak & Western,17031311100
3515.0,HOWARD,CUSTER,WB,NS,"97,201,206",,EVANSTON,Howard & Custer,
6595.0,PERSHING,WOOD,WB,NS,39,,CHICAGO,Pershing & Wood,17031590700
10601.0,GARFIELD,LOOMIS,WB,FS,55,N55,CHICAGO,Garfield & Loomis,17031611900
4917.0,WILSON,CLARENDON,EB,NS,78,,CHICAGO,Wilson & Clarendon,17031031500
15463.0,DIVISION,LAVERGNE,EB,FS,70,,CHICAGO,Division & Lavergne,17031251100
9169.0,51ST STREET,WOOD,EB,NS,51,,CHICAGO,51st Street & Wood,17031611700
515.0,CHICAGO,CENTRAL,EB,NS,66,,CHICAGO,Chicago & Central,17031251400
913.0,NORTH AVENUE,CLYBOURN/HASLTED,EB,FS,"N9,72",N9,CHICAGO,North Ave & Clybourn/Halsted (Red Line),17031080600
7802.0,PERSHING,CALIFORNIA,EB,NS,39,,CHICAGO,Pershing & California,17031580500
2628.0,79TH STREET,ELLIS,WB,NS,79,N79,CHICAGO,79th Street & Ellis,17031691500
3781.0,LAWRENCE,BROADWAY,WB,FS,81,N81,CHICAGO,Lawrence & Broadway,17031031100
11087.0,DIVERSEY,LAVERGNE,WB,NS,76,,CHICAGO,Diversey & Lavergne,17031190200
800.0,GRAND,SACRAMENTO(west serv.dr.),WB,FS,"52,65",,CHICAGO,Grand & Sacramento,17031231800
11108.0,DIVERSEY,SAYRE,WB,NS,76,,CHICAGO,Diversey & Sayre,17031180100
17323.0,PULASKI,BRYN MAWR,NB,FS,53,,CHICAGO,Pulaski & Bryn Mawr,17031130100
17346.0,WESTERN,BELMONT/CLYBOURN,NB,FS,"49,X49",N49,CHICAGO,Western & Belmont/Clybourn,17031051000
17397.0,KING DRIVE,25TH STREET,NB,FT,"3,21",,CHICAGO,King Drive & 25th Street,17031330500
12579.0,ADDISON,ELSTON,WB,FS,152,,CHICAGO,Addison & Elston,17031160800
11396.0,MONTROSE,ELSTON,WB,NS,78,,CHICAGO,Montrose & Elston,17031140500
17462.0,PULASKI,ADDISON,SB,FS,53,N53,CHICAGO,Pulaski & Addison,17031161300
6535.0,YALE,63RD STREET,SB,NS,24,,CHICAGO,Yale & 63rd Street,17031680200
6545.0,WENTWORTH,73RD STREET,SB,NS,24,,CHICAGO,Wentworth & 73rd Street,17031691100
17676.0,COTTAGE GROVE,111TH STREET,NB,FS,"4,115",,CHICAGO,Cottage Grove & 111th Street,17031500200
17677.0,GOLF ROAD,WAUKEGAN (AVON),WB,MB,X98,,MORTON GROVE,Golf Road & Waukegan (Avon),
17481.0,BELMONT,NARRAGANSETT,EB,FS,77,N77,CHICAGO,Belmont & Narragansett,17031190400
496.0,MADISON,CICERO,WB,NS,20,N20,CHICAGO,Madison & Cicero,17031251800
11049.0,DIVERSEY,SOUTHPORT,WB,FS,76,,CHICAGO,Diversey & Southport,17031062700
8961.0,DAMEN,FOSTER,NB,NS,50,,CHICAGO,Damen & Foster,17031040400
15360.0,STATE,24TH STREET,NB,FS,29,,CHICAGO,State & 24th Street,17031330400
1304.0,FULLERTON,LAVERGNE,EB,NS,74,,CHICAGO,Fullerton & Lavergne,17031191100
6319.0,26TH STREET,CALIFORNIA AVENUE,EB,NS,60,N60,CHICAGO,26th Street & California Avenue,17031301300
14953.0,35TH STREET,STATE,EB,FS,35,,CHICAGO,35th Street & State (Green Line),17031351400
6521.0,WELLS,52ND STREET,SB,NS,24,,CHICAGO,Wells & 52nd Street,17031370400
7473.0,31ST STREET,MORGAN,EB,NS,31,,CHICAGO,31st Street & Morgan,17031600900
15839.0,DAMEN,71ST STREET,SB,FS,"48,94",,CHICAGO,Damen & 71st Street,17031672000
17487.0,HALSTED,LINCOLN/FULLERTON,NB,FS,8,,CHICAGO,Halsted & Lincoln/Fullerton,17031070200
8884.0,DAMEN,18TH STREET,SB,NS,50,,CHICAGO,Damen & 18th Street,17031310900
5172.0,RACINE,59TH STREET,SB,NS,44,,CHICAGO,Racine & 59th Street,17031670100
12042.0,TOUHY,CALIFORNIA,EB,NS,96,,CHICAGO,Touhy & California,17031020300
1375.0,LELAND,WESTERN,EB,FS,"11,49B",N49,CHICAGO,Leland & Western (Brown Line),17031040600
1992.0,DIVISION,HAMLIN,EB,NS,70,,CHICAGO,Division & Hamlin,17031231200
14647.0,MADISON,MORGAN,EB,FS,20,N20,CHICAGO,Madison & Morgan,17031281800
1011.0,HOWARD,SHERIDAN,EB,NS,147,0,CHICAGO,Howard & Sheridan,17031010300
18106.0,LAWRENCE,PULASKI,EB,FS,81,N81,CHICAGO,Lawrence & Pulaski,17031140600
10509.0,55TH STREET,HOMAN,EB,FS,55,N55,CHICAGO,55th Street & Homan,17031630900
3429.0,63RD STREET,YALE,EB,NS,63,N63,CHICAGO,63rd Street & Yale,17031680900
3746.0,LAWRENCE,KIMBALL,EB,FS,81,N81,CHICAGO,Lawrence & Kimball (Brown Line),17031140700
15330.0,79TH STREET,MORGAN,EB,FS,79,N79,CHICAGO,79th Street & Morgan,17031710800
30.0,JACKSON,KEDZIE,EB,FS,126,,CHICAGO,Jackson & Kedzie,17031271200
7447.0,31ST STREET,HAMLIN,EB,NS,"35,82",,CHICAGO,31st Street & Hamlin,17031302000
15367.0,PERSHING,WALLACE,EB,FS,39,,CHICAGO,Pershing & Wallace,17031610100
15974.0,69TH STREET,ASHLAND,EB,FS,67,,CHICAGO,69th Street & Ashland,17031671600
12105.0,95TH STREET,JEFFERY,WB,FS,100,,CHICAGO,95th Street & Jeffery,17031510300
459.0,MADISON,MORGAN,WB,NS,20,N20,CHICAGO,Madison & Morgan,17031280200
2737.0,79TH STREET,KEDZIE,EB,NS,"79,169",,CHICAGO,79th Street & Kedzie,17031700400
15221.0,ARMITAGE,KOSTNER,EB,FS,73,,CHICAGO,Armitage & Kostner,17031200500
11618.0,CENTRAL,GRACE,NB,NS,85,,CHICAGO,Central & Grace,17031150700
6703.0,TAYLOR,JEFFERSON,EB,NS,157,,CHICAGO,Taylor & Jefferson,17031283500
431.0,MADISON,PAULINA,EB,NS,20,N20,CHICAGO,Madison & Paulina,17031281600
306.0,ROOSEVELT,MORGAN,EB,NS,12,,CHICAGO,Roosevelt & Morgan,17031283800
12538.0,ADDISON,SOUTHPORT,EB,NS,152,,CHICAGO,Addison & Southport,17031061400
8126.0,CICERO,50TH STREET,NB,NS,"47,54B",,CHICAGO,Cicero & 50th Street,17031560400
3130.0,KEDZIE,36TH STREET,NB,NS,52,,CHICAGO,Kedzie & 36th Street,17031580200
1302.0,FULLERTON,LARAMIE,EB,NS,74,,CHICAGO,Fullerton & Laramie,17031191200
10168.0,69TH STREET,HALSTED,EB,NS,67,,CHICAGO,69th Street & Halsted,17031681100
4159.0,CALIFORNIA,53RD STREET,NB,NS,94,,CHICAGO,California & 53rd Street,17031630500
5386.0,STATE,HURON,NB,NS,36,,CHICAGO,State & Huron,17031081500
17405.0,ADDISON,CENTRAL,EB,FS,152,,CHICAGO,Addison & Central,17031151100
6524.0,GARFIELD,RED LINE STATION,EB,MB,"24,55",N55,CHICAGO,Garfield Red Line Station,17031680200
5023.0,CLINTON,WASHINGTON,SB,NS,"125,130",,CHICAGO,Clinton & Washington,17031280100
6675.0,OGDEN serv.dr.,SACRAMENTO,NEB,FS,"18,157",,CHICAGO,Ogden & Sacramento,17031291400
6195.0,ASHLAND,49TH STREET,NB,FS,9,N9,CHICAGO,Ashland & 49th Street,17031611200
7519.0,31ST STREET,HALSTED,WB,NS,31,,CHICAGO,31st Street & Halsted,17031600400
6485.0,WENTWORTH,26TH STREET,NB,NS,24,,CHICAGO,Wentworth & 26th Street,17031340400
10607.0,GARFIELD,DAMEN,WB,FS,55,N55,CHICAGO,Garfield & Damen,17031611600
1262.0,FULLERTON,KOSTNER,WB,NS,74,,CHICAGO,Fullerton & Kostner,17031200200
947.0,NORTH AVENUE,LEAVITT,WB,NS,72,,CHICAGO,North Ave & Leavitt,17031240500
142.0,JACKSON,LAVERGNE,WB,FS,126,,CHICAGO,Jackson & Lavergne,17031252200
5736.0,IRVING PARK,NEENAH,WB,NT,80,,CHICAGO,Irving Park & Neenah,17031170100
4203.0,CALIFORNIA,HARRISON,NB,NS,94,,CHICAGO,California & Harrison,17031271900
15303.0,CALIFORNIA,HARRISON,SB,FS,94,,CHICAGO,California & Harrison,17031271800
3323.0,65TH STREET,LAVERGNE (east leg),WB,NS,165,,CHICAGO,65th Street & Lavergne,17031640700
13085.0,59TH STREET,CENTRAL PARK,WB,NS,59,,CHICAGO,59th Street & Central Park,17031630900
1536.0,51ST STREET,EVANS,WB,NS,15,,CHICAGO,51st Street & Evans,17031382000
5683.0,IRVING PARK,HERMITAGE (east leg),WB,NS,80,,CHICAGO,Irving Park & Hermitage,17031060200
7262.0,EWING,94TH STREET,SB,MT,"26,30",,CHICAGO,Ewing & 94th Street,17031520100
7261.0,EWING,9320 SOUTH (BRIDGE),SB,MB,"26,30",,CHICAGO,9320 S Ewing,17031520100
5064.0,RACINE,64TH STREET,NB,NS,44,,CHICAGO,Racine & 64th Street,17031681000
7583.0,LANGLEY,132ND STREET,NB,NS,34,,CHICAGO,Langley & 132nd Street,17031540100
15882.0,63RD STREET,MORGAN,WB,NS,63,N63,CHICAGO,63rd Street & Morgan,17031680600
5179.0,RACINE,65TH STREET,SB,NT,44,,CHICAGO,Racine & 65th Street,17031671000
3656.0,HALSTED,100TH STREET,NB,NS,"8A,108",,CHICAGO,Halsted & 100th Street,17031730500
12695.0,RIDGE,MAIN,SB,NS,"201,206",,EVANSTON,Ridge & Main,
4495.0,ARCHER,FRANCISCO (east leg),SWB,NS,62,N62,CHICAGO,Archer & Francisco,17031580500
3867.0,LARAMIE,FULTON,NB,NS,57,,CHICAGO,Laramie & Fulton,17031251800
2430.0,STATE,64TH STREET,SB,FS,29,,CHICAGO,State & 64th Street,17031690200
15737.0,HARLEM,LAKE,SB,NS,"90,307,318",,RIVER FOREST,Harlem & Lake,
11810.0,HARLEM,BYRON,NB,NS,90,,CHICAGO,Harlem & Byron,17031170300
6311.0,26TH STREET,LAWNDALE,EB,NS,60,N60,CHICAGO,26th Street & Lawndale,17031301700
11349.0,MONTROSE,OAKLEY,EB,NS,78,,CHICAGO,Montrose & Oakley,17031050200
4845.0,FOSTER,SHERIDAN,EB,FS,"136,146,147",,CHICAGO,Foster & Sheridan,17031031300
6737.0,16TH STREET,KOSTNER,EB,NS,18,,CHICAGO,16th Street & Kostner,17031292500
15690.0,PERSHING,HALSTED,EB,FS,39,,CHICAGO,Pershing & Halsted,17031610100
7731.0,PERSHING,INDIANA,EB,FS,39,,CHICAGO,Pershing & Indiana,17031380300
15015.0,IRVING PARK,NARRAGANSETT,EB,FS,80,,CHICAGO,Irving Park & Narragansett,17031170200
3378.0,63RD STREET,CICERO,EB,FS,63,N63,CHICAGO,63rd Street & Cicero,17031640800
4082.0,ARMITAGE,LINCOLN/SEDGWICK,EB,NS,73,,CHICAGO,Armitage & Lincoln/Sedgwick,17031071600
1217.0,SHERIDAN,JARVIS,NB,FS,147,0,CHICAGO,Sheridan & Jarvis,17031010300
1208.0,SHERIDAN,PRATT,NB,FS,147,0,CHICAGO,Sheridan & Pratt,17031010400
2524.0,COTTAGE GROVE,35TH STREET,NB,NS,4,N4,CHICAGO,Cottage Grove & 35th Street,17031360200
5093.0,HALSTED,ROOT/EXCHANGE,NB,NT,"8,43,44",,CHICAGO,Halsted & Root,17031610100
2140.0,KING DRIVE,61ST STREET,NB,FS,3,,CHICAGO,King Drive & 61st Street,17031420600
14609.0,CALIFORNIA,JACKSON,NB,FS,94,,CHICAGO,California & Jackson,17031271000
1155.0,INNER LAKE SHORE DRIVE,BELMONT,NB,FS,"135,146,151",,CHICAGO,Inner Lake Shore Drive & Belmont,17031061900
8953.0,DAMEN,BERTEAU,NB,NS,50,,CHICAGO,Damen & Berteau,17031050100
1439.0,STATE,E. WACKER,NB,NS,"2,10,29",,CHICAGO,State & E. Wacker,17031320100
15559.0,GRAND,KEELER,EB,FS,65,,CHICAGO,Grand & Keeler,17031230600
2434.0,STATE,68TH STREET,SB,NT,29,,CHICAGO,State & 68th Street,17031690300
1087.0,LAKE SHORE,NORTH AVENUE,SB,MB,151,,CHICAGO,Lake Shore & North Ave,17031080100
4851.0,MARINE DRIVE,betw. WINONA & CARMEN,SB,MB,"136,146,148",,CHICAGO,Marine Drive & Winona/Carmen,17031031300
4560.0,AUSTIN,59TH STREET,SB,NS,55A,,CHICAGO,Austin & 59th Street,17031561100
10025.0,KEDZIE,82ND STREET,SB,NS,52A,,CHICAGO,Kedzie & 82nd Street,17031700400
1709.0,WESTERN,THORNDALE,SB,NS,49B,,CHICAGO,Western & Thorndale,17031020800
12958.0,59TH STREET,SPRINGFIELD,EB,NS,59,,CHICAGO,59th Street & Springfield,17031650100
13000.0,61ST STREET,WABASH,EB,NS,59,,CHICAGO,61st Street & Wabash,17031400800
2945.0,115TH STREET,WALLACE,EB,NS,115,,CHICAGO,115th Street & Wallace,17031530200
4443.0,ARCHER,LOOMIS/FULLER,NEB,NS,62,N62,CHICAGO,Archer & Loomis/Fuller,17031600700
8753.0,DAMEN,BLUE ISLAND,NB,FS,50,,CHICAGO,Damen & Blue Island,17031311400
1081.0,STOCKTON,FULLERTON,SB,FS,"151,156",,CHICAGO,Stockton & Fullerton,17031071400
3844.0,LARAMIE,MADISON,SB,NS,57,,CHICAGO,Laramie & Madison,17031251900
5203.0,STONY ISLAND,65TH STREET,SB,NS,"6,15,28",,CHICAGO,Stony Island & 65th Street,17031421100
1151.0,SHERIDAN,WELLINGTON,NB,FS,"77,134,143,151,156",,CHICAGO,Sheridan & Wellington,17031063200
2161.0,KING DRIVE,41ST STREET,NB,FS,3,,CHICAGO,King Drive & 41st Street,17031380300
1700.0,WESTERN,PRATT,SB,NS,49B,,CHICAGO,Western & Pratt,17031020300
10020.0,KEDZIE,77TH STREET,SB,NS,52A,,CHICAGO,Kedzie & 77th Street,17031700100
1178.0,SHERIDAN,LELAND,NB,NS,151,,CHICAGO,Sheridan & Leland,17031031500
1839.0,CLARK,BELDEN,SB,NS,"22,36",N22,CHICAGO,Clark & Belden,17031071300
4408.0,ARCHER,KEELER,NEB,NS,62,N62,CHICAGO,Archer & Keeler,17031570500
2125.0,KING DRIVE,75TH STREET,NB,FS,3,,CHICAGO,King Drive & 75th Street,17031690900
5284.0,JEFFERY,95TH STREET,NB,NS,"J14,15",,CHICAGO,Jeffery & 95th Street,17031510300
8995.0,PULASKI,AVONDALE,SB,FS,53,N53,CHICAGO,Pulaski & Avondale,17031161000
1909.0,CLARK,WEBSTER,NB,NS,"22,36",N22,CHICAGO,Clark & Webster,17031071400
15488.0,63RD STREET,ELLIS (west leg),WB,FS,63,N63,CHICAGO,63rd Street & Ellis,17031420400
3181.0,CALIFORNIA,EVERGREEN,NB,NS,94,,CHICAGO,California & Evergreen,17031242600
11802.0,HARLEM,BARRY,NB,NS,90,,CHICAGO,Harlem & Barry,17031180100
15866.0,COTTAGE GROVE,38TH STREET,NB,FS,4,N4,CHICAGO,Cottage Grove & 38th Street,17031360300
11624.0,CENTRAL,CULLOM,NB,NS,85,,CHICAGO,Central & Cullom,17031150300
9114.0,PULASKI,DICKENS,NB,NS,53,N53,CHICAGO,Pulaski & Dickens,17031200400
12113.0,YATES,9800 SOUTH,NB,MB,100,,CHICAGO,9800 S Yates,17031510200
3113.0,KEDZIE,dwy n.of KMART bldg-5000s,NB,NT,"51,52,52A",,CHICAGO,5000 S Kedzie,17031630200
15222.0,CICERO,CORTLAND,NB,FT,54,,CHICAGO,Cicero & Cortland,17031191000
7109.0,STONY ISLAND,86TH STREET,NB,NS,28,,CHICAGO,Stony Island & 86th Street,17031450300
11910.0,CALIFORNIA,ARTHUR,NB,NS,93,,CHICAGO,California & Arthur,17031020600
15684.0,PULASKI/51ST,ORANGE LINE STATION,EB,TERM,62,,CHICAGO,Pulaski Orange Line Station,17031570500
10789.0,71ST STREET,ST. LAWRENCE,EB,NS,71,,CHICAGO,71st Street & St. Lawrence,17031690900
12902.0,PULASKI,97TH STREET,NB,NS,53A,,EVERGREEN PARK,Pulaski & 97th Street,
5700.0,IRVING PARK,KEDZIE,WB,NS,80,,CHICAGO,Irving Park & Kedzie,17031160600
17413.0,MILWAUKEE,DIVERSEY/KIMBALL,SEB,FS,"56,76",,CHICAGO,Milwaukee & Diversey/Kimball,17031220600
4256.0,CALIFORNIA,26TH STREET,SB,NS,94,,CHICAGO,California & 26th Street,17031301100
2229.0,KING DRIVE,61ST STREET,SB,FS,"3,4,N4",N4,CHICAGO,King Drive & 61st Street,17031400800
14911.0,HALSTED,CLARK/BARRY,NB,FS,8,,CHICAGO,Halsted & Clark/Barry,17031063100
14851.0,STATE,43RD STREET,NB,FS,29,,CHICAGO,State & 43rd Street,17031380400
10029.0,KEDZIE,8600 SOUTH,SB,MB,52A,,CHICAGO,8600 S Kedzie,17031700400
15118.0,ARCHER,NORMAL,NEB,NS,"44,62",,CHICAGO,Archer & Normal,17031340200
7264.0,EWING,96TH STREET,SB,NS,"26,30",,CHICAGO,Ewing & 96th Street,17031520200
5559.0,MILWAUKEE,KEDZIE,NWB,FS,56,,CHICAGO,Milwaukee & Kedzie,17031220600
7531.0,MICHIGAN,98TH STREET,SB,NS,"3,34,103,106,119",N34,CHICAGO,Michigan & 98th Street,17031490500
7552.0,MICHIGAN,118TH STREET,SB,NS,"34,119",N34,CHICAGO,Michigan & 118th Street,17031530100
11311.0,MONTROSE,MEADE,EB,NS,78,,CHICAGO,Montrose & Meade,17031150500
9376.0,87TH STREET,3400 WEST (Cemetery ent.),EB,MB,87,,EVERGREEN PARK,3400 W 87th Street,
6735.0,16TH STREET,46TH COURT,EB,NS,18,,CICERO,16th Street & 46th Court,
12471.0,ADDISON,OZANAM,EB,NS,152,,CHICAGO,Addison & Ozanam,17031170700
12399.0,111TH STREET,2600 WEST RR CROSSING,EB,NS,112,,CHICAGO,2600 W 111th Street,17031750400
15309.0,67TH STREET,CHAPPEL,EB,NS,"6,26,67",,CHICAGO,67th Street & Chappel,17031430100
296.0,ROOSEVELT,WOLCOTT,EB,MB,12,,CHICAGO,Roosevelt & Wolcott,17031284100
14898.0,DIVERSEY,HAMPDEN COURT,EB,NS,76,,CHICAGO,Diversey & Hampden Court,17031070100
9384.0,87TH STREET,2600 WEST RR CROSSING,EB,MB,87,,EVERGREEN PARK,2600 W 87th Street,
1295.0,FULLERTON,MARMORA,EB,NS,74,,CHICAGO,Fullerton & Marmora,17031191300
9185.0,51ST STREET,FEDERAL,EB,FS,15,,CHICAGO,51st Street & Federal,17031400200
10185.0,67TH STREET,DREXEL,EB,MT,"N5,67",N5,CHICAGO,67th Street & Drexel,17031690600
10951.0,75TH STREET,CREGIER,EB,NS,75,,CHICAGO,75th Street & Cregier,17031431100
3611.0,OAKTON,ST. LOUIS,EB,NT,97,,SKOKIE,Oakton & St. Louis,
3733.0,LAWRENCE,KILPATRICK (east leg),EB,NS,81,N81,CHICAGO,Lawrence & Kilpatrick,17031160100
4029.0,ARMITAGE,LAMON (west leg),EB,NS,73,,CHICAGO,Armitage & Lamon,17031191100
11109.0,DIVERSEY,NORDICA,WB,NS,76,,CHICAGO,Diversey & Nordica,17031180100
1072.0,SHERIDAN,BRIAR,SB,FS,"134,143,151,156",,CHICAGO,Sheridan & Briar,17031063200
11131.0,KIMBALL,MONTROSE,SB,NS,82,,CHICAGO,Kimball & Montrose,17031140700
14443.0,BROADWAY,ROSEMONT,SB,FS,36,,CHICAGO,Broadway & Rosemont,17031030200
9011.0,PULASKI,PALMER,SB,NS,53,N53,CHICAGO,Pulaski & Palmer,17031200400
7232.0,SOUTH CHICAGO,76TH STREET,SEB,NS,30,,CHICAGO,South Chicago & 76th Street,17031691500
8878.0,DAMEN,ROOSEVELT,SB,NS,"50,755",,CHICAGO,Damen & Roosevelt,17031283000
5374.0,STATE,OAK (north leg),SB,NT,36,,CHICAGO,State & Oak,17031081100
9062.0,PULASKI,31ST STREET,SB,NS,53,,CHICAGO,Pulaski & 31st Street,17031301800
2250.0,KING DRIVE,81ST STREET,SB,FS,3,,CHICAGO,King Drive & 81st Street,17031440300
463.0,MADISON,LOOMIS (west leg),WB,NS,20,N20,CHICAGO,Madison & Loomis,17031280300
16139.0,ROOSEVELT,STATE,WB,FS,"12,18",,CHICAGO,Roosevelt & State,17031320500
14525.0,CHICAGO,LONG,WB,FS,66,,CHICAGO,Chicago & Long,17031251200
15948.0,LAWRENCE,SACRAMENTO,WB,FS,81,N81,CHICAGO,Lawrence & Sacramento,17031140100
10900.0,74TH STREET,LOOMIS,WB,FS,75,,CHICAGO,74th Street & Loomis,17031671900
2641.0,79TH STREET,RED LINE STATION,WB,MB,79,N79,CHICAGO,79th Red Line Station,17031691200
17384.0,PERSHING,STATE,WB,FS,39,,CHICAGO,Pershing & State,17031351500
9141.0,PULASKI,LAWRENCE,NB,NS,53,,CHICAGO,Pulaski & Lawrence,17031140600
2157.0,KING DRIVE,45TH STREET,NB,FS,3,,CHICAGO,King Drive & 45th Street,17031380900
11242.0,HOMAN,FRANKLIN(s.service drive),NB,NS,82,,CHICAGO,Homan & Franklin,17031231600
5873.0,HALSTED,71ST STREET,NB,NS,8,,CHICAGO,Halsted & 71st Street,17031681300
9966.0,KEDZIE,111TH STREET,NB,NS,52A,,CHICAGO,Kedzie & 111th Street,17031740100
